doi,title,authors,published_date,volume,issue,page,article_number,citation_count,publisher,abstract,author_details,collection_timestamp,created_date,crossref_subtype,crossref_type,data_source,first_page,issn_list,journal,language,last_page,license_info,publication_year,subject_areas,updated_date
10.1186/1471-2458-14-s1-o30,Harmonization of three public health insurance schemes on emergency medical services,Wannapha Bamrungkhet; Sutherada Chimnoi; Samrit Srithamrongsawat; Supasit Pannarunothai,2014-01-01,14,S1,,O30,0,Springer Science and Business Media LLC,,"{'given': 'Wannapha', 'family': 'Bamrungkhet', 'orcid': '', 'full_name': 'Wannapha Bamrungkhet'}; {'given': 'Sutherada', 'family': 'Chimnoi', 'orcid': '', 'full_name': 'Sutherada Chimnoi'}; {'given': 'Samrit', 'family': 'Srithamrongsawat', 'orcid': '', 'full_name': 'Samrit Srithamrongsawat'}; {'given': 'Supasit', 'family': 'Pannarunothai', 'orcid': '', 'full_name': 'Supasit Pannarunothai'}",2025-11-02T12:32:12.217108,2014-01-29T12:06:15Z,,journal-article,crossref,,1471-2458,BMC Public Health,en,,,2014,,2019-01-22T17:08:51Z
10.1186/1471-2458-14-s1-o11,The utilisation of health centre management by tuberculosis team in the effort to increase case finding,Rahmat Bakhtiar; Hari Kusnanto; Barmawi Hisyam,2014-01-01,14,S1,,O11,0,Springer Science and Business Media LLC,,"{'given': 'Rahmat', 'family': 'Bakhtiar', 'orcid': '', 'full_name': 'Rahmat Bakhtiar'}; {'given': 'Hari', 'family': 'Kusnanto', 'orcid': '', 'full_name': 'Hari Kusnanto'}; {'given': 'Barmawi', 'family': 'Hisyam', 'orcid': '', 'full_name': 'Barmawi Hisyam'}",2025-11-02T12:32:12.217121,2014-01-29T07:06:07Z,,journal-article,crossref,,1471-2458,BMC Public Health,en,,,2014,,2019-01-22T12:08:44Z
10.1186/1471-2458-14-s1-o29,Impact of elective surgery in private hospitals under the civil servant medical benefit scheme to health system,Phatthanawilai Inmai,2014-01-01,14,S1,,O29,0,Springer Science and Business Media LLC,,"{'given': 'Phatthanawilai', 'family': 'Inmai', 'orcid': '', 'full_name': 'Phatthanawilai Inmai'}",2025-11-02T12:32:12.217130,2014-01-29T12:06:14Z,,journal-article,crossref,,1471-2458,BMC Public Health,en,,,2014,,2019-01-22T17:08:50Z
10.1186/1471-2458-14-s1-i4,Free movements of medical professionals: policy and planning,Prasobsri Ungthavorn,2014-01-01,14,S1,,I4,0,Springer Science and Business Media LLC,,"{'given': 'Prasobsri', 'family': 'Ungthavorn', 'orcid': '', 'full_name': 'Prasobsri Ungthavorn'}",2025-11-02T12:32:12.217137,2014-01-29T12:06:22Z,,journal-article,crossref,,1471-2458,BMC Public Health,en,,,2014,,2019-01-22T17:08:33Z
10.1186/1471-2458-14-s1-o9,Promoting seamless transfer-of-care for stroke patients in primary care: development of the integrated care pathway for post stroke services,Aznida Firzah Abdul Aziz; Noor Azah Abd Aziz; Nor Azlin Mohd Nordin; Saperi Sulong; Syed Mohamed Aljunid,2014-01-01,14,S1,,O9,0,Springer Science and Business Media LLC,,"{'given': 'Aznida Firzah Abdul', 'family': 'Aziz', 'orcid': '', 'full_name': 'Aznida Firzah Abdul Aziz'}; {'given': 'Noor Azah Abd', 'family': 'Aziz', 'orcid': '', 'full_name': 'Noor Azah Abd Aziz'}; {'given': 'Nor Azlin Mohd', 'family': 'Nordin', 'orcid': '', 'full_name': 'Nor Azlin Mohd Nordin'}; {'given': 'Saperi', 'family': 'Sulong', 'orcid': '', 'full_name': 'Saperi Sulong'}; {'given': 'Syed Mohamed', 'family': 'Aljunid', 'orcid': '', 'full_name': 'Syed Mohamed Aljunid'}",2025-11-02T12:32:12.217148,2014-01-29T12:06:07Z,,journal-article,crossref,,1471-2458,BMC Public Health,en,,,2014,,2019-01-22T17:08:29Z
10.1186/1471-2458-14-s1-p12,Cost-effectiveness of care for type 2 diabetes patients in Nopparat Rajathanee hospital and private clinics,Wanida Peerapattanapokin; Nilawan Upakdee; Pudtan Phanthunane; Supasit Pannarunothai,2014-01-01,14,S1,,P12,0,Springer Science and Business Media LLC,,"{'given': 'Wanida', 'family': 'Peerapattanapokin', 'orcid': '', 'full_name': 'Wanida Peerapattanapokin'}; {'given': 'Nilawan', 'family': 'Upakdee', 'orcid': '', 'full_name': 'Nilawan Upakdee'}; {'given': 'Pudtan', 'family': 'Phanthunane', 'orcid': '', 'full_name': 'Pudtan Phanthunane'}; {'given': 'Supasit', 'family': 'Pannarunothai', 'orcid': '', 'full_name': 'Supasit Pannarunothai'}",2025-11-02T12:32:12.217155,2014-01-29T07:06:08Z,,journal-article,crossref,,1471-2458,BMC Public Health,en,,,2014,,2019-01-22T12:09:00Z
10.1186/1471-2458-14-s1-o23,Health biotechnology development in Malaysia: targeting local and global health needs through health technology,Gulifeiya Abuduxike,2014-01-01,14,S1,,O23,0,Springer Science and Business Media LLC,,"{'given': 'Gulifeiya', 'family': 'Abuduxike', 'orcid': '', 'full_name': 'Gulifeiya Abuduxike'}",2025-11-02T12:32:12.217162,2014-01-29T07:06:14Z,,journal-article,crossref,,1471-2458,BMC Public Health,en,,,2014,,2019-01-22T12:08:38Z
10.1186/1471-2458-14-s1-o1,Development of financial performance benchmark of Ministry of Public Health’s hospitals in Thailand,Utoomporn Wongsin,2014-01-01,14,S1,,O1,0,Springer Science and Business Media LLC,,"{'given': 'Utoomporn', 'family': 'Wongsin', 'orcid': '', 'full_name': 'Utoomporn Wongsin'}",2025-11-02T12:32:12.217169,2014-01-29T12:06:08Z,,journal-article,crossref,,1471-2458,BMC Public Health,en,,,2014,,2019-01-22T17:08:33Z
10.1186/1471-2458-14-s1-p6,Long-term care: what Thailand needs?,Nalinee Chuakhamfoo; Supasit Pannarunothai,2014-01-01,14,S1,,P6,2,Springer Science and Business Media LLC,,"{'given': 'Nalinee', 'family': 'Chuakhamfoo', 'orcid': '', 'full_name': 'Nalinee Chuakhamfoo'}; {'given': 'Supasit', 'family': 'Pannarunothai', 'orcid': '', 'full_name': 'Supasit Pannarunothai'}",2025-11-02T12:32:12.217177,2014-01-29T12:05:53Z,,journal-article,crossref,,1471-2458,BMC Public Health,en,,,2014,,2019-01-22T17:08:46Z
10.1186/1471-2458-14-s1-p24,Improving efficiency in financial process of the National Health Security Scheme,Niramol Henprasert; Supasit Pannarunothai; Nilawan Upakdee; Pudtan Phanthunane,2014-01-01,14,S1,,P24,0,Springer Science and Business Media LLC,,"{'given': 'Niramol', 'family': 'Henprasert', 'orcid': '', 'full_name': 'Niramol Henprasert'}; {'given': 'Supasit', 'family': 'Pannarunothai', 'orcid': '', 'full_name': 'Supasit Pannarunothai'}; {'given': 'Nilawan', 'family': 'Upakdee', 'orcid': '', 'full_name': 'Nilawan Upakdee'}; {'given': 'Pudtan', 'family': 'Phanthunane', 'orcid': '', 'full_name': 'Pudtan Phanthunane'}",2025-11-02T12:32:12.217185,2014-01-29T12:06:22Z,,journal-article,crossref,,1471-2458,BMC Public Health,en,,,2014,,2019-01-22T17:08:54Z
10.1186/1471-2458-14-s1-o8,A study of dyslipidaemia drug prescribing pattern and cost of treatment in outpatient setting between Malaysian public hospitals and a teaching hospital,Sit Wai Lee,2014-01-01,14,S1,,O8,0,Springer Science and Business Media LLC,,"{'given': 'Sit Wai', 'family': 'Lee', 'orcid': '', 'full_name': 'Sit Wai Lee'}",2025-11-02T12:32:12.217192,2014-01-29T07:06:14Z,,journal-article,crossref,,1471-2458,BMC Public Health,en,,,2014,,2019-01-22T12:08:45Z
10.1186/1471-2458-14-s1-o27,Prevalence of asthma and level of fractional exhaled nitrogen oxide among Malaysian school children,Aminnuddin Ma'pol; Jamal Hisham Hashim; Dan Norbäck; Gunilla Weislander; Zailina Hashim; Zaleha Md Isa,2014-01-01,14,S1,,O27,3,Springer Science and Business Media LLC,,"{'given': 'Aminnuddin', 'family': ""Ma'pol"", 'orcid': '', 'full_name': ""Aminnuddin Ma'pol""}; {'given': 'Jamal Hisham', 'family': 'Hashim', 'orcid': '', 'full_name': 'Jamal Hisham Hashim'}; {'given': 'Dan', 'family': 'Norbäck', 'orcid': '', 'full_name': 'Dan Norbäck'}; {'given': 'Gunilla', 'family': 'Weislander', 'orcid': '', 'full_name': 'Gunilla Weislander'}; {'given': 'Zailina', 'family': 'Hashim', 'orcid': '', 'full_name': 'Zailina Hashim'}; {'given': 'Zaleha Md', 'family': 'Isa', 'orcid': '', 'full_name': 'Zaleha Md Isa'}",2025-11-02T12:32:12.217202,2014-01-29T12:06:22Z,,journal-article,crossref,,1471-2458,BMC Public Health,en,,,2014,,2019-01-22T17:08:51Z
10.1186/1471-2458-14-s1-o24,Khat chewing amongst adult Yemeni women; the role of husband and family context: a cross-sectional study,Al-abed Al-abed; Rosnah Sutan; Syed Mohamed Aljunid,2014-01-01,14,S1,,O24,0,Springer Science and Business Media LLC,,"{'given': 'Al-abed', 'family': 'Al-abed', 'orcid': '', 'full_name': 'Al-abed Al-abed'}; {'given': 'Rosnah', 'family': 'Sutan', 'orcid': '', 'full_name': 'Rosnah Sutan'}; {'given': 'Syed Mohamed', 'family': 'Aljunid', 'orcid': '', 'full_name': 'Syed Mohamed Aljunid'}",2025-11-02T12:32:12.217211,2014-01-29T07:06:08Z,,journal-article,crossref,,1471-2458,BMC Public Health,en,,,2014,,2019-01-22T12:08:37Z
10.1186/1471-2458-14-s1-p7,Activity based costing system of continuous ambulatory peritoneal dialysis under the Universal Coverage Scheme in Thailand,Boonruksa Laonapaporn; Pudtan Phanthunane,2014-01-01,14,S1,,P7,0,Springer Science and Business Media LLC,,"{'given': 'Boonruksa', 'family': 'Laonapaporn', 'orcid': '', 'full_name': 'Boonruksa Laonapaporn'}; {'given': 'Pudtan', 'family': 'Phanthunane', 'orcid': '', 'full_name': 'Pudtan Phanthunane'}",2025-11-02T12:32:12.217217,2014-01-29T12:06:07Z,,journal-article,crossref,,1471-2458,BMC Public Health,en,,,2014,,2019-01-22T17:08:48Z
