doi,title,authors,published_date,volume,issue,page,article_number,citation_count,publisher,abstract,author_details,collection_timestamp,created_date,crossref_subtype,crossref_type,data_source,first_page,issn_list,journal,language,last_page,license_info,publication_year,subject_areas,updated_date
10.1186/s12889-018-6344-2,"Geographic and socio-demographic predictors of household food insecurity in Canada, 2011–12",Valerie Tarasuk; Andrée-Anne Fafard St-Germain; Andrew Mitchell,2019-12-01,19,1,,12,138,Springer Science and Business Media LLC,,"{'given': 'Valerie', 'family': 'Tarasuk', 'orcid': 'https://orcid.org/0000-0001-6013-7859', 'full_name': 'Valerie Tarasuk'}; {'given': 'Andrée-Anne', 'family': 'Fafard St-Germain', 'orcid': '', 'full_name': 'Andrée-Anne Fafard St-Germain'}; {'given': 'Andrew', 'family': 'Mitchell', 'orcid': '', 'full_name': 'Andrew Mitchell'}",2025-11-02T12:29:59.852138,2019-01-03T08:07:23Z,,journal-article,crossref,,1471-2458,BMC Public Health,en,,"{'url': 'http://creativecommons.org/licenses/by/4.0/', 'start': {'date-parts': [[2019, 1, 3]], 'date-time': '2019-01-03T00:00:00Z', 'timestamp': 1546473600000}}",2019,,2020-01-02T19:10:22Z
10.1186/s12889-018-6361-1,"Human immunodeficiency virus (HIV) among men who have sex with men: results of the first integrated biological and behavioral survey in Burkina Faso, West Africa",Henri Gautier Ouedraogo; Odette Ky-Zerbo; Ashley Grosso; Sara Goodman; Benoît Cesaire Samadoulougou; Grissoum Tarnagda; Adama Baguiya; Simon Tiendrebeogo; Marcel Lougue; Nongoba Sawadogo; Yves Traore; Nicolas Barro; Stefan Baral; Seni Kouanda,2019-12-01,19,1,,5,11,Springer Science and Business Media LLC,,"{'given': 'Henri Gautier', 'family': 'Ouedraogo', 'orcid': 'https://orcid.org/0000-0001-8566-7530', 'full_name': 'Henri Gautier Ouedraogo'}; {'given': 'Odette', 'family': 'Ky-Zerbo', 'orcid': '', 'full_name': 'Odette Ky-Zerbo'}; {'given': 'Ashley', 'family': 'Grosso', 'orcid': '', 'full_name': 'Ashley Grosso'}; {'given': 'Sara', 'family': 'Goodman', 'orcid': '', 'full_name': 'Sara Goodman'}; {'given': 'Benoît Cesaire', 'family': 'Samadoulougou', 'orcid': '', 'full_name': 'Benoît Cesaire Samadoulougou'}; {'given': 'Grissoum', 'family': 'Tarnagda', 'orcid': '', 'full_name': 'Grissoum Tarnagda'}; {'given': 'Adama', 'family': 'Baguiya', 'orcid': '', 'full_name': 'Adama Baguiya'}; {'given': 'Simon', 'family': 'Tiendrebeogo', 'orcid': '', 'full_name': 'Simon Tiendrebeogo'}; {'given': 'Marcel', 'family': 'Lougue', 'orcid': '', 'full_name': 'Marcel Lougue'}; {'given': 'Nongoba', 'family': 'Sawadogo', 'orcid': '', 'full_name': 'Nongoba Sawadogo'}; {'given': 'Yves', 'family': 'Traore', 'orcid': '', 'full_name': 'Yves Traore'}; {'given': 'Nicolas', 'family': 'Barro', 'orcid': '', 'full_name': 'Nicolas Barro'}; {'given': 'Stefan', 'family': 'Baral', 'orcid': '', 'full_name': 'Stefan Baral'}; {'given': 'Seni', 'family': 'Kouanda', 'orcid': '', 'full_name': 'Seni Kouanda'}",2025-11-02T12:29:59.852162,2019-01-03T12:26:04Z,,journal-article,crossref,,1471-2458,BMC Public Health,en,,"{'url': 'http://creativecommons.org/licenses/by/4.0/', 'start': {'date-parts': [[2019, 1, 3]], 'date-time': '2019-01-03T00:00:00Z', 'timestamp': 1546473600000}}",2019,,2020-11-21T13:28:07Z
10.1186/s12889-018-6354-0,Sociodemographic characteristic of changes in smoking patterns in rural and urban population of PURE Poland study: findings from 6-year follow up,Katarzyna Połtyn-Zaradna; Katarzyna Zatońska; Alicja Basiak; Barbara Sozańska; Dagmara Gaweł-Dąbrowska; Maria Wołyniec; Andrzej Szuba; Witold Zatoński,2019-12-01,19,1,,6,8,Springer Science and Business Media LLC,,"{'given': 'Katarzyna', 'family': 'Połtyn-Zaradna', 'orcid': '', 'full_name': 'Katarzyna Połtyn-Zaradna'}; {'given': 'Katarzyna', 'family': 'Zatońska', 'orcid': '', 'full_name': 'Katarzyna Zatońska'}; {'given': 'Alicja', 'family': 'Basiak', 'orcid': '', 'full_name': 'Alicja Basiak'}; {'given': 'Barbara', 'family': 'Sozańska', 'orcid': '', 'full_name': 'Barbara Sozańska'}; {'given': 'Dagmara', 'family': 'Gaweł-Dąbrowska', 'orcid': '', 'full_name': 'Dagmara Gaweł-Dąbrowska'}; {'given': 'Maria', 'family': 'Wołyniec', 'orcid': '', 'full_name': 'Maria Wołyniec'}; {'given': 'Andrzej', 'family': 'Szuba', 'orcid': '', 'full_name': 'Andrzej Szuba'}; {'given': 'Witold', 'family': 'Zatoński', 'orcid': '', 'full_name': 'Witold Zatoński'}",2025-11-02T12:29:59.852177,2019-01-03T07:39:01Z,,journal-article,crossref,,1471-2458,BMC Public Health,en,,"{'url': 'http://creativecommons.org/licenses/by/4.0/', 'start': {'date-parts': [[2019, 1, 3]], 'date-time': '2019-01-03T00:00:00Z', 'timestamp': 1546473600000}}",2019,,2020-01-02T19:09:33Z
10.1186/s12889-018-6350-4,A pilot study to evaluate home-based screening for the common non-communicable diseases by a dedicated cadre of community health workers in a rural setting in India,Partha Basu; Manoj Mahajan; Nilesh Patira; Sangita Prasad; Sushma Mogri; Richard Muwonge; Eric Lucas; Rengaswamy Sankaranarayanan; Swami Iyer; Navami Naik; Kirti Jain,2019-12-01,19,1,,14,51,Springer Science and Business Media LLC,,"{'given': 'Partha', 'family': 'Basu', 'orcid': '', 'full_name': 'Partha Basu'}; {'given': 'Manoj', 'family': 'Mahajan', 'orcid': '', 'full_name': 'Manoj Mahajan'}; {'given': 'Nilesh', 'family': 'Patira', 'orcid': '', 'full_name': 'Nilesh Patira'}; {'given': 'Sangita', 'family': 'Prasad', 'orcid': '', 'full_name': 'Sangita Prasad'}; {'given': 'Sushma', 'family': 'Mogri', 'orcid': '', 'full_name': 'Sushma Mogri'}; {'given': 'Richard', 'family': 'Muwonge', 'orcid': '', 'full_name': 'Richard Muwonge'}; {'given': 'Eric', 'family': 'Lucas', 'orcid': '', 'full_name': 'Eric Lucas'}; {'given': 'Rengaswamy', 'family': 'Sankaranarayanan', 'orcid': '', 'full_name': 'Rengaswamy Sankaranarayanan'}; {'given': 'Swami', 'family': 'Iyer', 'orcid': '', 'full_name': 'Swami Iyer'}; {'given': 'Navami', 'family': 'Naik', 'orcid': '', 'full_name': 'Navami Naik'}; {'given': 'Kirti', 'family': 'Jain', 'orcid': '', 'full_name': 'Kirti Jain'}",2025-11-02T12:29:59.852192,2019-01-03T13:15:13Z,,journal-article,crossref,,1471-2458,BMC Public Health,en,,"{'url': 'http://creativecommons.org/licenses/by/4.0/', 'start': {'date-parts': [[2019, 1, 3]], 'date-time': '2019-01-03T00:00:00Z', 'timestamp': 1546473600000}}",2019,,2020-01-03T00:10:07Z
10.1186/s12889-018-6345-1,Announcing the availability of oral HIV self-test kits via text message to increase HIV testing among hard-to-reach truckers in Kenya: a randomized controlled trial,Elizabeth A. Kelvin; Gavin George; Samuel Kinyanjui; Eva Mwai; Matthew L. Romo; Faith Oruko; Jacob O. Odhiambo; Eston N. Nyaga; Joanne E. Mantell; Kaymarlin Govender,2019-12-01,19,1,,7,36,Springer Science and Business Media LLC,,"{'given': 'Elizabeth A.', 'family': 'Kelvin', 'orcid': 'https://orcid.org/0000-0002-0566-8697', 'full_name': 'Elizabeth A. Kelvin'}; {'given': 'Gavin', 'family': 'George', 'orcid': '', 'full_name': 'Gavin George'}; {'given': 'Samuel', 'family': 'Kinyanjui', 'orcid': '', 'full_name': 'Samuel Kinyanjui'}; {'given': 'Eva', 'family': 'Mwai', 'orcid': '', 'full_name': 'Eva Mwai'}; {'given': 'Matthew L.', 'family': 'Romo', 'orcid': '', 'full_name': 'Matthew L. Romo'}; {'given': 'Faith', 'family': 'Oruko', 'orcid': '', 'full_name': 'Faith Oruko'}; {'given': 'Jacob O.', 'family': 'Odhiambo', 'orcid': '', 'full_name': 'Jacob O. Odhiambo'}; {'given': 'Eston N.', 'family': 'Nyaga', 'orcid': '', 'full_name': 'Eston N. Nyaga'}; {'given': 'Joanne E.', 'family': 'Mantell', 'orcid': '', 'full_name': 'Joanne E. Mantell'}; {'given': 'Kaymarlin', 'family': 'Govender', 'orcid': '', 'full_name': 'Kaymarlin Govender'}",2025-11-02T12:29:59.852207,2019-01-03T12:40:01Z,,journal-article,crossref,,1471-2458,BMC Public Health,en,,"{'url': 'http://creativecommons.org/licenses/by/4.0/', 'start': {'date-parts': [[2019, 1, 3]], 'date-time': '2019-01-03T00:00:00Z', 'timestamp': 1546473600000}}; {'url': 'http://creativecommons.org/licenses/by/4.0/', 'start': {'date-parts': [[2019, 1, 3]], 'date-time': '2019-01-03T00:00:00Z', 'timestamp': 1546473600000}}",2019,,2020-05-14T12:55:36Z
10.1186/s12889-018-6325-5,HIV treatment regimens and adherence to national guidelines in Australia: an analysis of dispensing data from the Australian pharmaceutical benefits scheme,Nila J. Dharan; Tomas Radovich; Samuel Che; Kathy Petoumenos; Prabhjot Juneja; Matthew Law; Robin Huang; Hamish McManus; Mark N. Polizzotto; Rebecca Guy; Peter Cronin; David A. Cooper; Richard T. Gray,2019-12-01,19,1,,13,9,Springer Science and Business Media LLC,,"{'given': 'Nila J.', 'family': 'Dharan', 'orcid': 'https://orcid.org/0000-0003-1175-5962', 'full_name': 'Nila J. Dharan'}; {'given': 'Tomas', 'family': 'Radovich', 'orcid': '', 'full_name': 'Tomas Radovich'}; {'given': 'Samuel', 'family': 'Che', 'orcid': '', 'full_name': 'Samuel Che'}; {'given': 'Kathy', 'family': 'Petoumenos', 'orcid': '', 'full_name': 'Kathy Petoumenos'}; {'given': 'Prabhjot', 'family': 'Juneja', 'orcid': '', 'full_name': 'Prabhjot Juneja'}; {'given': 'Matthew', 'family': 'Law', 'orcid': '', 'full_name': 'Matthew Law'}; {'given': 'Robin', 'family': 'Huang', 'orcid': '', 'full_name': 'Robin Huang'}; {'given': 'Hamish', 'family': 'McManus', 'orcid': '', 'full_name': 'Hamish McManus'}; {'given': 'Mark N.', 'family': 'Polizzotto', 'orcid': '', 'full_name': 'Mark N. Polizzotto'}; {'given': 'Rebecca', 'family': 'Guy', 'orcid': '', 'full_name': 'Rebecca Guy'}; {'given': 'Peter', 'family': 'Cronin', 'orcid': '', 'full_name': 'Peter Cronin'}; {'given': 'David A.', 'family': 'Cooper', 'orcid': '', 'full_name': 'David A. Cooper'}; {'given': 'Richard T.', 'family': 'Gray', 'orcid': '', 'full_name': 'Richard T. Gray'}",2025-11-02T12:29:59.852223,2019-01-03T08:12:08Z,,journal-article,crossref,,1471-2458,BMC Public Health,en,,"{'url': 'http://creativecommons.org/licenses/by/4.0/', 'start': {'date-parts': [[2019, 1, 3]], 'date-time': '2019-01-03T00:00:00Z', 'timestamp': 1546473600000}}",2019,,2020-01-02T19:10:14Z
10.1186/s12889-018-6352-2,Individual and family level factors associated with physical and mental health-related quality of life among people living with HIV in rural China,Yongkang Xiao; Chunqing Lin; Li Li; Guoping Ji,2019-12-01,19,1,,4,12,Springer Science and Business Media LLC,,"{'given': 'Yongkang', 'family': 'Xiao', 'orcid': '', 'full_name': 'Yongkang Xiao'}; {'given': 'Chunqing', 'family': 'Lin', 'orcid': '', 'full_name': 'Chunqing Lin'}; {'given': 'Li', 'family': 'Li', 'orcid': '', 'full_name': 'Li Li'}; {'given': 'Guoping', 'family': 'Ji', 'orcid': 'https://orcid.org/0000-0002-4704-7477', 'full_name': 'Guoping Ji'}",2025-11-02T12:29:59.852234,2019-01-03T12:25:38Z,,journal-article,crossref,,1471-2458,BMC Public Health,en,,"{'url': 'http://creativecommons.org/licenses/by/4.0/', 'start': {'date-parts': [[2019, 1, 3]], 'date-time': '2019-01-03T00:00:00Z', 'timestamp': 1546473600000}}; {'url': 'http://creativecommons.org/licenses/by/4.0/', 'start': {'date-parts': [[2019, 1, 3]], 'date-time': '2019-01-03T00:00:00Z', 'timestamp': 1546473600000}}",2019,,2020-05-14T12:55:53Z
10.1186/s12889-018-6364-y,Interpreting mutual adjustment for multiple indicators of socioeconomic position without committing mutual adjustment fallacies,Michael J. Green; Frank Popham,2019-12-01,19,1,,10,34,Springer Science and Business Media LLC,,"{'given': 'Michael J.', 'family': 'Green', 'orcid': 'https://orcid.org/0000-0003-3193-2452', 'full_name': 'Michael J. Green'}; {'given': 'Frank', 'family': 'Popham', 'orcid': '', 'full_name': 'Frank Popham'}",2025-11-02T12:29:59.852243,2019-01-03T07:49:25Z,,journal-article,crossref,,1471-2458,BMC Public Health,en,,"{'url': 'http://creativecommons.org/licenses/by/4.0/', 'start': {'date-parts': [[2019, 1, 3]], 'date-time': '2019-01-03T00:00:00Z', 'timestamp': 1546473600000}}",2019,,2020-01-02T19:09:37Z
10.1186/s12889-018-6343-3,“We have to clean ourselves to ensure that our children are healthy and beautiful”: findings from a qualitative assessment of a hand hygiene poster in rural Uganda,B. L. Harrison; C. Ogara; M. Gladstone; E. D. Carrol; J. Dusabe-Richards; A. Medina-Lara; J. Ditai; A. D. Weeks,2019-12-01,19,1,,1,207,Springer Science and Business Media LLC,,"{'given': 'B. L.', 'family': 'Harrison', 'orcid': '', 'full_name': 'B. L. Harrison'}; {'given': 'C.', 'family': 'Ogara', 'orcid': '', 'full_name': 'C. Ogara'}; {'given': 'M.', 'family': 'Gladstone', 'orcid': '', 'full_name': 'M. Gladstone'}; {'given': 'E. D.', 'family': 'Carrol', 'orcid': '', 'full_name': 'E. D. Carrol'}; {'given': 'J.', 'family': 'Dusabe-Richards', 'orcid': '', 'full_name': 'J. Dusabe-Richards'}; {'given': 'A.', 'family': 'Medina-Lara', 'orcid': '', 'full_name': 'A. Medina-Lara'}; {'given': 'J.', 'family': 'Ditai', 'orcid': '', 'full_name': 'J. Ditai'}; {'given': 'A. D.', 'family': 'Weeks', 'orcid': '', 'full_name': 'A. D. Weeks'}",2025-11-02T12:29:59.852271,2019-01-03T07:04:41Z,,journal-article,crossref,,1471-2458,BMC Public Health,en,,"{'url': 'http://creativecommons.org/licenses/by/4.0/', 'start': {'date-parts': [[2019, 1, 3]], 'date-time': '2019-01-03T00:00:00Z', 'timestamp': 1546473600000}}",2019,,2020-01-02T19:09:25Z
10.1186/s12889-018-6342-4,Mapping of carbon monoxide related death risk in Turkey: a ten-year analysis based on news agency records,Günay Can; Uğurcan Sayılı; Özden Aksu Sayman; Ömer Faruk Kuyumcu; Duygu Yılmaz; Eren Esen; Eray Yurtseven; Ethem Erginöz,2019-12-01,19,1,,9,25,Springer Science and Business Media LLC,,"{'given': 'Günay', 'family': 'Can', 'orcid': '', 'full_name': 'Günay Can'}; {'given': 'Uğurcan', 'family': 'Sayılı', 'orcid': 'https://orcid.org/0000-0002-5925-2128', 'full_name': 'Uğurcan Sayılı'}; {'given': 'Özden', 'family': 'Aksu Sayman', 'orcid': '', 'full_name': 'Özden Aksu Sayman'}; {'given': 'Ömer Faruk', 'family': 'Kuyumcu', 'orcid': '', 'full_name': 'Ömer Faruk Kuyumcu'}; {'given': 'Duygu', 'family': 'Yılmaz', 'orcid': '', 'full_name': 'Duygu Yılmaz'}; {'given': 'Eren', 'family': 'Esen', 'orcid': '', 'full_name': 'Eren Esen'}; {'given': 'Eray', 'family': 'Yurtseven', 'orcid': '', 'full_name': 'Eray Yurtseven'}; {'given': 'Ethem', 'family': 'Erginöz', 'orcid': '', 'full_name': 'Ethem Erginöz'}",2025-11-02T12:29:59.852284,2019-01-03T07:40:19Z,,journal-article,crossref,,1471-2458,BMC Public Health,en,,"{'url': 'http://creativecommons.org/licenses/by/4.0/', 'start': {'date-parts': [[2019, 1, 3]], 'date-time': '2019-01-03T00:00:00Z', 'timestamp': 1546473600000}}",2019,,2020-01-02T19:10:01Z
