doi,title,authors,published_date,volume,issue,page,article_number,citation_count,publisher,abstract,author_details,collection_timestamp,created_date,crossref_subtype,crossref_type,data_source,first_page,issn_list,journal,language,last_page,license_info,publication_year,subject_areas,updated_date
10.1186/1471-2458-11-s6-s7,"The costs of HIV prevention for different target populations in Mumbai, Thane and Banglalore",Sudha Chandrashekar; Anna Vassall; Bhaskar Reddy; Govindraj Shetty; Peter Vickerman; Michel Alary,2011-01-01,11,Suppl 6,S7,,6,Springer Science and Business Media LLC,,"{'given': 'Sudha', 'family': 'Chandrashekar', 'orcid': '', 'full_name': 'Sudha Chandrashekar'}; {'given': 'Anna', 'family': 'Vassall', 'orcid': '', 'full_name': 'Anna Vassall'}; {'given': 'Bhaskar', 'family': 'Reddy', 'orcid': '', 'full_name': 'Bhaskar Reddy'}; {'given': 'Govindraj', 'family': 'Shetty', 'orcid': '', 'full_name': 'Govindraj Shetty'}; {'given': 'Peter', 'family': 'Vickerman', 'orcid': '', 'full_name': 'Peter Vickerman'}; {'given': 'Michel', 'family': 'Alary', 'orcid': '', 'full_name': 'Michel Alary'}",2025-11-02T12:33:58.046701,2011-12-29T14:27:17Z,,journal-article,crossref,S7,1471-2458,BMC Public Health,en,,,2011,,2016-05-16T10:43:35Z
10.1186/1471-2458-11-s3-s13,Effect of case management on neonatal mortality due to sepsis and pneumonia,Anita K M Zaidi; Hammad A Ganatra; Sana Syed; Simon Cousens; Anne CC Lee; Robert Black; Zulfiqar A Bhutta; Joy E Lawn,2011-01-01,11,Suppl 3,S13,,68,Springer Science and Business Media LLC,,"{'given': 'Anita K M', 'family': 'Zaidi', 'orcid': '', 'full_name': 'Anita K M Zaidi'}; {'given': 'Hammad A', 'family': 'Ganatra', 'orcid': '', 'full_name': 'Hammad A Ganatra'}; {'given': 'Sana', 'family': 'Syed', 'orcid': '', 'full_name': 'Sana Syed'}; {'given': 'Simon', 'family': 'Cousens', 'orcid': '', 'full_name': 'Simon Cousens'}; {'given': 'Anne CC', 'family': 'Lee', 'orcid': '', 'full_name': 'Anne CC Lee'}; {'given': 'Robert', 'family': 'Black', 'orcid': '', 'full_name': 'Robert Black'}; {'given': 'Zulfiqar A', 'family': 'Bhutta', 'orcid': '', 'full_name': 'Zulfiqar A Bhutta'}; {'given': 'Joy E', 'family': 'Lawn', 'orcid': '', 'full_name': 'Joy E Lawn'}",2025-11-02T12:33:58.046758,2011-04-14T18:36:33Z,,journal-article,crossref,S13,1471-2458,BMC Public Health,en,,,2011,,2016-05-16T14:43:12Z
10.1186/1471-2458-11-s3-s35,Comparing estimates of child mortality reduction modelled in LiST with pregnancy history survey data for a community-based NGO project in Mozambique,Jim Ricca; Debra Prosnitz; Henry Perry; Anbrasi Edward; Melanie Morrow; Pieter Ernst; Leo Ryan,2011-01-01,11,Suppl 3,S35,,13,Springer Science and Business Media LLC,,"{'given': 'Jim', 'family': 'Ricca', 'orcid': '', 'full_name': 'Jim Ricca'}; {'given': 'Debra', 'family': 'Prosnitz', 'orcid': '', 'full_name': 'Debra Prosnitz'}; {'given': 'Henry', 'family': 'Perry', 'orcid': '', 'full_name': 'Henry Perry'}; {'given': 'Anbrasi', 'family': 'Edward', 'orcid': '', 'full_name': 'Anbrasi Edward'}; {'given': 'Melanie', 'family': 'Morrow', 'orcid': '', 'full_name': 'Melanie Morrow'}; {'given': 'Pieter', 'family': 'Ernst', 'orcid': '', 'full_name': 'Pieter Ernst'}; {'given': 'Leo', 'family': 'Ryan', 'orcid': '', 'full_name': 'Leo Ryan'}",2025-11-02T12:33:58.046828,2011-04-14T06:19:23Z,,journal-article,crossref,S35,1471-2458,BMC Public Health,en,,,2011,,2016-05-16T14:43:21Z
10.1186/1471-2458-11-s4-s5,Using the ICF in Ireland,Anne Good,2011-01-01,11,Suppl 4,S5,,4,Springer Science and Business Media LLC,,"{'given': 'Anne', 'family': 'Good', 'orcid': '', 'full_name': 'Anne Good'}",2025-11-02T12:33:58.046856,2011-05-31T18:30:57Z,,journal-article,crossref,S5,1471-2458,BMC Public Health,en,,,2011,,2016-05-16T14:43:26Z
10.1186/1471-2458-11-s3-s32,Methods used in the Lives Saved Tool (LiST),William Winfrey; Robert McKinnon; John Stover,2011-01-01,11,Suppl 3,S32,,69,Springer Science and Business Media LLC,,"{'given': 'William', 'family': 'Winfrey', 'orcid': '', 'full_name': 'William Winfrey'}; {'given': 'Robert', 'family': 'McKinnon', 'orcid': '', 'full_name': 'Robert McKinnon'}; {'given': 'John', 'family': 'Stover', 'orcid': '', 'full_name': 'John Stover'}",2025-11-02T12:33:58.046886,2011-04-14T18:36:11Z,,journal-article,crossref,S32,1471-2458,BMC Public Health,en,,,2011,,2016-05-16T14:43:20Z
10.1186/1471-2458-11-s3-s10,Care during labor and birth for the prevention of intrapartum-related neonatal deaths: a systematic review and Delphi estimation of mortality effect,Anne CC Lee; Simon Cousens; Gary L Darmstadt; Hannah Blencowe; Robert Pattinson; Neil F Moran; G Hofmeyr; Rachel A Haws; Shereen Bhutta; Joy E Lawn,2011-01-01,11,Suppl 3,S10,,85,Springer Science and Business Media LLC,,"{'given': 'Anne CC', 'family': 'Lee', 'orcid': '', 'full_name': 'Anne CC Lee'}; {'given': 'Simon', 'family': 'Cousens', 'orcid': '', 'full_name': 'Simon Cousens'}; {'given': 'Gary L', 'family': 'Darmstadt', 'orcid': '', 'full_name': 'Gary L Darmstadt'}; {'given': 'Hannah', 'family': 'Blencowe', 'orcid': '', 'full_name': 'Hannah Blencowe'}; {'given': 'Robert', 'family': 'Pattinson', 'orcid': '', 'full_name': 'Robert Pattinson'}; {'given': 'Neil F', 'family': 'Moran', 'orcid': '', 'full_name': 'Neil F Moran'}; {'given': 'G', 'family': 'Hofmeyr', 'orcid': '', 'full_name': 'G Hofmeyr'}; {'given': 'Rachel A', 'family': 'Haws', 'orcid': '', 'full_name': 'Rachel A Haws'}; {'given': 'Shereen', 'family': 'Bhutta', 'orcid': '', 'full_name': 'Shereen Bhutta'}; {'given': 'Joy E', 'family': 'Lawn', 'orcid': '', 'full_name': 'Joy E Lawn'}",2025-11-02T12:33:58.046928,2011-04-14T06:19:55Z,,journal-article,crossref,S10,1471-2458,BMC Public Health,en,,,2011,,2016-05-16T14:43:11Z
10.1186/1471-2458-11-s5-s8,Exploring implementation and sustainability of models of care: can theory help?,Della A Forster; Michelle Newton; Helen L McLachlan; Karen Willis,2011-01-01,11,Suppl 5,S8,,49,Springer Science and Business Media LLC,,"{'given': 'Della A', 'family': 'Forster', 'orcid': '', 'full_name': 'Della A Forster'}; {'given': 'Michelle', 'family': 'Newton', 'orcid': '', 'full_name': 'Michelle Newton'}; {'given': 'Helen L', 'family': 'McLachlan', 'orcid': '', 'full_name': 'Helen L McLachlan'}; {'given': 'Karen', 'family': 'Willis', 'orcid': '', 'full_name': 'Karen Willis'}",2025-11-02T12:33:58.046960,2011-11-25T19:30:21Z,,journal-article,crossref,S8,1471-2458,BMC Public Health,en,,,2011,,2016-05-16T14:43:31Z
10.1186/1471-2458-11-s3-s8,Quantifying the fall in mortality associated with interventions related to hypertensive diseases of pregnancy,Carine Ronsmans; Oona Campbell,2011-01-01,11,Suppl 3,S8,,42,Springer Science and Business Media LLC,,"{'given': 'Carine', 'family': 'Ronsmans', 'orcid': '', 'full_name': 'Carine Ronsmans'}; {'given': 'Oona', 'family': 'Campbell', 'orcid': '', 'full_name': 'Oona Campbell'}",2025-11-02T12:33:58.046986,2011-04-28T06:19:45Z,,journal-article,crossref,S8,1471-2458,BMC Public Health,en,,,2011,,2016-05-16T14:43:23Z
10.1186/1471-2458-11-s3-s17,Effect of balanced protein energy supplementation during pregnancy on birth outcomes,Aamer Imdad; Zulfiqar A Bhutta,2011-01-01,11,Suppl 3,S17,,84,Springer Science and Business Media LLC,,"{'given': 'Aamer', 'family': 'Imdad', 'orcid': '', 'full_name': 'Aamer Imdad'}; {'given': 'Zulfiqar A', 'family': 'Bhutta', 'orcid': '', 'full_name': 'Zulfiqar A Bhutta'}",2025-11-02T12:33:58.047013,2011-04-14T06:20:13Z,,journal-article,crossref,S17,1471-2458,BMC Public Health,en,,,2011,,2016-05-16T14:43:14Z
10.1186/1471-2458-11-s2-s4,Capacity-building efforts by the AFHSC-GEIS program,Jose L Sanchez; Matthew C Johns; Ronald L Burke; Kelly G Vest; Mark M Fukuda; In-Kyu Yoon; Chanthap Lon; Miguel Quintana; David C Schnabel; Guillermo Pimentel; Moustafa Mansour; Steven Tobias; Joel M Montgomery; Gregory C Gray; Karen Saylors; Lucy M Ndip; Sheri Lewis; Patrick J Blair; Paul A Sjoberg; Robert A Kuschner; Kevin L Russell; David L Blazes,2011-01-01,11,Suppl 2,S4,,15,Springer Science and Business Media LLC,,"{'given': 'Jose L', 'family': 'Sanchez', 'orcid': '', 'full_name': 'Jose L Sanchez'}; {'given': 'Matthew C', 'family': 'Johns', 'orcid': '', 'full_name': 'Matthew C Johns'}; {'given': 'Ronald L', 'family': 'Burke', 'orcid': '', 'full_name': 'Ronald L Burke'}; {'given': 'Kelly G', 'family': 'Vest', 'orcid': '', 'full_name': 'Kelly G Vest'}; {'given': 'Mark M', 'family': 'Fukuda', 'orcid': '', 'full_name': 'Mark M Fukuda'}; {'given': 'In-Kyu', 'family': 'Yoon', 'orcid': '', 'full_name': 'In-Kyu Yoon'}; {'given': 'Chanthap', 'family': 'Lon', 'orcid': '', 'full_name': 'Chanthap Lon'}; {'given': 'Miguel', 'family': 'Quintana', 'orcid': '', 'full_name': 'Miguel Quintana'}; {'given': 'David C', 'family': 'Schnabel', 'orcid': '', 'full_name': 'David C Schnabel'}; {'given': 'Guillermo', 'family': 'Pimentel', 'orcid': '', 'full_name': 'Guillermo Pimentel'}; {'given': 'Moustafa', 'family': 'Mansour', 'orcid': '', 'full_name': 'Moustafa Mansour'}; {'given': 'Steven', 'family': 'Tobias', 'orcid': '', 'full_name': 'Steven Tobias'}; {'given': 'Joel M', 'family': 'Montgomery', 'orcid': '', 'full_name': 'Joel M Montgomery'}; {'given': 'Gregory C', 'family': 'Gray', 'orcid': '', 'full_name': 'Gregory C Gray'}; {'given': 'Karen', 'family': 'Saylors', 'orcid': '', 'full_name': 'Karen Saylors'}; {'given': 'Lucy M', 'family': 'Ndip', 'orcid': '', 'full_name': 'Lucy M Ndip'}; {'given': 'Sheri', 'family': 'Lewis', 'orcid': '', 'full_name': 'Sheri Lewis'}; {'given': 'Patrick J', 'family': 'Blair', 'orcid': '', 'full_name': 'Patrick J Blair'}; {'given': 'Paul A', 'family': 'Sjoberg', 'orcid': '', 'full_name': 'Paul A Sjoberg'}; {'given': 'Robert A', 'family': 'Kuschner', 'orcid': '', 'full_name': 'Robert A Kuschner'}; {'given': 'Kevin L', 'family': 'Russell', 'orcid': '', 'full_name': 'Kevin L Russell'}; {'given': 'David L', 'family': 'Blazes', 'orcid': '', 'full_name': 'David L Blazes'}",2025-11-02T12:33:58.047071,2011-03-04T14:37:40Z,,journal-article,crossref,S4,1471-2458,BMC Public Health,en,,,2011,,2016-05-16T10:43:05Z
