doi,title,authors,published_date,volume,issue,page,article_number,citation_count,publisher,abstract,author_details,collection_timestamp,created_date,crossref_subtype,crossref_type,data_source,first_page,issn_list,journal,language,last_page,license_info,publication_year,subject_areas,updated_date
10.1186/1471-2458-7-1,"Effects of backpacking holidays in Australia on alcohol, tobacco and drug use of UK residents",Mark A Bellis; Karen E Hughes; Paul Dillon; Jan Copeland; Peter Gates,2007-12-01,7,1,,1,120,Springer Science and Business Media LLC,,"{'given': 'Mark A', 'family': 'Bellis', 'orcid': '', 'full_name': 'Mark A Bellis'}; {'given': 'Karen E', 'family': 'Hughes', 'orcid': '', 'full_name': 'Karen E Hughes'}; {'given': 'Paul', 'family': 'Dillon', 'orcid': '', 'full_name': 'Paul Dillon'}; {'given': 'Jan', 'family': 'Copeland', 'orcid': '', 'full_name': 'Jan Copeland'}; {'given': 'Peter', 'family': 'Gates', 'orcid': '', 'full_name': 'Peter Gates'}",2025-11-02T12:35:43.818728,2007-01-02T14:13:51Z,,journal-article,crossref,,1471-2458,BMC Public Health,en,,"{'url': 'http://creativecommons.org/licenses/by/2.0', 'start': {'date-parts': [[2007, 1, 2]], 'date-time': '2007-01-02T00:00:00Z', 'timestamp': 1167696000000}}",2007,,2019-01-22T03:42:43Z
10.1186/1471-2458-7-2,Anthropometric measures and nutritional status in a healthy elderly population,Sergio Sánchez-García; Carmen García-Peña; María Ximena Duque-López; Teresa Juárez-Cedillo; Alma Rosa Cortés-Núñez; Sandra Reyes-Beaman,2007-12-01,7,1,,2,101,Springer Science and Business Media LLC,"<jats:title>Abstract</jats:title>
          <jats:sec>
            <jats:title>Background</jats:title>
            <jats:p>Anthropometric evaluation is an essential feature of geriatric nutritional evaluation for determining malnutrition, being overweight, obesity, muscular mass loss, fat mass gain and adipose tissue redistribution. Anthropometric indicators are used to evaluate the prognosis of chronic and acute diseases, and to guide medical intervention in the elderly. We evaluated anthropometric measurements and nutritional status as they relate to age and gender in healthy elderly people.</jats:p>
          </jats:sec>
          <jats:sec>
            <jats:title>Methods</jats:title>
            <jats:p>The study analyzed data from the national survey ""Health needs and health service use by older-than-60-year-old beneficiaries of the Mexican Institute of Social Security (IMSS)"". The present study included only individuals who reported no chronic disease in the last 20 years and had no hospital admission in the two months prior to the survey. Anthropometric measurements included weight, height, body mass index (BMI), body circumference (arm, waist, hip and calf), waist to hip ratio (WHR), elbow amplitude and knee-heel length.</jats:p>
          </jats:sec>
          <jats:sec>
            <jats:title>Results</jats:title>
            <jats:p>Application of the inclusion criteria resulted in a study population elderly of 1,968, representing 12.2% of the original number in the national survey in urban areas beneficiaries of the IMSS. The study population comprised 870 women and 1,098 men, with a mean age of 68.6 years. The average weights were 62.7 kg for women and 70.3 kg for men (p &lt; 0.05), and the mean heights were 1.52 m for women and 1.63 m for men (p &lt; 0.05). Age related changes in anthropometric values were identified. BMI values indicated that 62.3% of the population was overweight, and 73.6% of women and 16.5% of men had high fat tissue distribution.</jats:p>
          </jats:sec>
          <jats:sec>
            <jats:title>Conclusion</jats:title>
            <jats:p>Our findings suggest that applying the BMI thresholds that identify being overweight in the general adult population may lead to an overestimation in the number of overweight elderly Similar problems appear to exist when assessing waist circumference and WHR values. Prospective studies are required to determine the associations between health and BMI, waist circumference and WHR in the elderly.</jats:p>
          </jats:sec>","{'given': 'Sergio', 'family': 'Sánchez-García', 'orcid': '', 'full_name': 'Sergio Sánchez-García'}; {'given': 'Carmen', 'family': 'García-Peña', 'orcid': '', 'full_name': 'Carmen García-Peña'}; {'given': 'María Ximena', 'family': 'Duque-López', 'orcid': '', 'full_name': 'María Ximena Duque-López'}; {'given': 'Teresa', 'family': 'Juárez-Cedillo', 'orcid': '', 'full_name': 'Teresa Juárez-Cedillo'}; {'given': 'Alma Rosa', 'family': 'Cortés-Núñez', 'orcid': '', 'full_name': 'Alma Rosa Cortés-Núñez'}; {'given': 'Sandra', 'family': 'Reyes-Beaman', 'orcid': '', 'full_name': 'Sandra Reyes-Beaman'}",2025-11-02T12:35:43.818833,2007-01-04T04:54:46Z,,journal-article,crossref,,1471-2458,BMC Public Health,en,,"{'url': 'http://www.springer.com/tdm', 'start': {'date-parts': [[2007, 1, 3]], 'date-time': '2007-01-03T00:00:00Z', 'timestamp': 1167782400000}}",2007,,2021-09-01T09:40:13Z
10.1186/1471-2458-7-3,Tobacco use among students aged 13–15 years in Greece: the GYTS project,Athina Kyrlesi; Elpidoforos S Soteriades; Charles W Warren; Jeni Kremastinou; Panagiotis Papastergiou; Nathan R Jones; Christos Hadjichristodoulou,2007-12-01,7,1,,3,47,Springer Science and Business Media LLC,"<jats:title>Abstract</jats:title>
          <jats:sec>
            <jats:title>Background</jats:title>
            <jats:p>Data on the prevalence of tobacco use among teenagers in Greece are limited. We examined the prevalence of smoking among middle-school students in Greece using the Global Youth Tobacco Survey (GYTS).</jats:p>
          </jats:sec>
          <jats:sec>
            <jats:title>Methods</jats:title>
            <jats:p>The Global Youth Tobacco Survey was implemented in Greece during the academic year 2004 – 2005 by the University of Thessaly and the National School of Public Health. Data were collected using the GYTS self-administered anonymous questionnaire, which was distributed by specifically trained field workers to a nationally representative sample of middle-school students aged 13–15 years (through randomly selected schools and classes), randomly selected through a two-stage cluster sample design. Data processing and statistical analyses were performed at the Centers for Disease Control and Prevention (CDC).</jats:p>
          </jats:sec>
          <jats:sec>
            <jats:title>Results</jats:title>
            <jats:p>About one third of the students 32.1% (29.4 – 35.0) reported that they had tried tobacco in the past, while 16.2% (14.3 – 18.4) reported being current users of tobacco products. In addition, 1 in 4 of ever smokers reported that they began smoking before the age of 10 years old. Almost 1 in 5 never smokers reported being susceptible to initiate smoking in the next year and about 89.8% (88.3 – 91.1) of the respondents were exposed to environmental tobacco smoke in their homes and 94.1% (93.2 – 94.9) in public places. Finally, a strikingly high number of students 95% (89.5 – 97.7) reported that they were able to buy their own cigarettes without restrictions.</jats:p>
          </jats:sec>
          <jats:sec>
            <jats:title>Conclusion</jats:title>
            <jats:p>The results of the GYTS show that the prevalence of smoking in middle-school children is alarmingly high in Greece. Smoking among young people constitutes a significant problem that is destined to worsen in the absence of any comprehensive efforts focused on strict anti-smoking legislation, policies and tobacco control interventions targeting children at a young age.</jats:p>
          </jats:sec>","{'given': 'Athina', 'family': 'Kyrlesi', 'orcid': '', 'full_name': 'Athina Kyrlesi'}; {'given': 'Elpidoforos S', 'family': 'Soteriades', 'orcid': '', 'full_name': 'Elpidoforos S Soteriades'}; {'given': 'Charles W', 'family': 'Warren', 'orcid': '', 'full_name': 'Charles W Warren'}; {'given': 'Jeni', 'family': 'Kremastinou', 'orcid': '', 'full_name': 'Jeni Kremastinou'}; {'given': 'Panagiotis', 'family': 'Papastergiou', 'orcid': '', 'full_name': 'Panagiotis Papastergiou'}; {'given': 'Nathan R', 'family': 'Jones', 'orcid': '', 'full_name': 'Nathan R Jones'}; {'given': 'Christos', 'family': 'Hadjichristodoulou', 'orcid': '', 'full_name': 'Christos Hadjichristodoulou'}",2025-11-02T12:35:43.818892,2007-01-09T07:20:01Z,,journal-article,crossref,,1471-2458,BMC Public Health,en,,"{'url': 'http://www.springer.com/tdm', 'start': {'date-parts': [[2007, 1, 8]], 'date-time': '2007-01-08T00:00:00Z', 'timestamp': 1168214400000}}",2007,,2021-09-01T01:13:51Z
10.1186/1471-2458-7-4,Application of adenosine 5'-triphosphate (ATP) infusions in palliative home care: design of a randomized clinical trial,Sandra Beijer; Erik van Rossum; Pierre S Hupperets; Cor Spreeuwenberg; Marieke van den Beuken; Ron A Winkens; Lisette Ars; Ben E van den Borne; Alexander de Graeff; Pieter C Dagnelie,2007-12-01,7,1,,4,9,Springer Science and Business Media LLC,,"{'given': 'Sandra', 'family': 'Beijer', 'orcid': '', 'full_name': 'Sandra Beijer'}; {'given': 'Erik', 'family': 'van Rossum', 'orcid': '', 'full_name': 'Erik van Rossum'}; {'given': 'Pierre S', 'family': 'Hupperets', 'orcid': '', 'full_name': 'Pierre S Hupperets'}; {'given': 'Cor', 'family': 'Spreeuwenberg', 'orcid': '', 'full_name': 'Cor Spreeuwenberg'}; {'given': 'Marieke', 'family': 'van den Beuken', 'orcid': '', 'full_name': 'Marieke van den Beuken'}; {'given': 'Ron A', 'family': 'Winkens', 'orcid': '', 'full_name': 'Ron A Winkens'}; {'given': 'Lisette', 'family': 'Ars', 'orcid': '', 'full_name': 'Lisette Ars'}; {'given': 'Ben E', 'family': 'van den Borne', 'orcid': '', 'full_name': 'Ben E van den Borne'}; {'given': 'Alexander', 'family': 'de Graeff', 'orcid': '', 'full_name': 'Alexander de Graeff'}; {'given': 'Pieter C', 'family': 'Dagnelie', 'orcid': '', 'full_name': 'Pieter C Dagnelie'}",2025-11-02T12:35:43.818950,2007-01-09T02:20:01Z,,journal-article,crossref,,1471-2458,BMC Public Health,en,,"{'url': 'http://creativecommons.org/licenses/by/2.0', 'start': {'date-parts': [[2007, 1, 8]], 'date-time': '2007-01-08T00:00:00Z', 'timestamp': 1168214400000}}",2007,,2019-01-22T03:42:25Z
10.1186/1471-2458-7-5,Use of tobacco and alcohol by Swiss primary care physicians: a cross-sectional survey,Paul Sebo; Martine Bouvier Gallacchi; Catherine Goehring; Beat Künzi; Patrick A Bovier,2007-12-01,7,1,,5,49,Springer Science and Business Media LLC,"<jats:title>Abstract</jats:title>
          <jats:sec>
            <jats:title>Background</jats:title>
            <jats:p>Health behaviours among doctors has been suggested to be an important marker of how harmful lifestyle behaviours are perceived. In several countries, decrease in smoking among physicians was spectacular, indicating that the hazard was well known. Historical data have shown that because of their higher socio-economical status physicians take up smoking earlier. When the dangers of smoking become better known, physicians began to give up smoking at a higher rate than the general population. For alcohol consumption, the situation is quite different: prevalence is still very high among physicians and the dangers are not so well perceived. To study the situation in Switzerland, data of a national survey were analysed to determine the prevalence of smoking and alcohol drinking among primary care physicians.</jats:p>
          </jats:sec>
          <jats:sec>
            <jats:title>Methods</jats:title>
            <jats:p>2'756 randomly selected practitioners were surveyed to assess subjective mental and physical health and their determinants, including smoking and drinking behaviours. Physicians were categorised as never smokers, current smokers and former smokers, as well as non drinkers, drinkers (AUDIT-C &lt; 4 for women and &lt; 5 for men) and at risk drinkers (higher scores).</jats:p>
          </jats:sec>
          <jats:sec>
            <jats:title>Results</jats:title>
            <jats:p>1'784 physicians (65%) responded (men 84%, mean age 51 years). Twelve percent were current smokers and 22% former smokers. Sixty six percent were drinkers and 30% at risk drinkers. Only 4% were never smokers and non drinkers. Forty eight percent of current smokers were also at risk drinkers and 16% of at risk drinkers were also current smokers. Smoking and at risk drinking were more frequent among men, middle aged physicians and physicians living alone. When compared to a random sample of the Swiss population, primary care physicians were two to three times less likely to be active smokers (12% vs. 30%), but were more likely to be drinkers (96% vs. 78%), and twice more likely to be at risk drinkers (30% vs. 15%).</jats:p>
          </jats:sec>
          <jats:sec>
            <jats:title>Conclusion</jats:title>
            <jats:p>The prevalence of current smokers among Swiss primary care physicians was much lower than in the general population in Switzerland, reflecting that the hazards of smoking are well known to doctors. However, the opposite was found for alcohol use, underlining the importance of making efforts in this area to increase awareness among physicians of the dangers of alcohol consumption.</jats:p>
          </jats:sec>","{'given': 'Paul', 'family': 'Sebo', 'orcid': '', 'full_name': 'Paul Sebo'}; {'given': 'Martine', 'family': 'Bouvier Gallacchi', 'orcid': '', 'full_name': 'Martine Bouvier Gallacchi'}; {'given': 'Catherine', 'family': 'Goehring', 'orcid': '', 'full_name': 'Catherine Goehring'}; {'given': 'Beat', 'family': 'Künzi', 'orcid': '', 'full_name': 'Beat Künzi'}; {'given': 'Patrick A', 'family': 'Bovier', 'orcid': '', 'full_name': 'Patrick A Bovier'}",2025-11-02T12:35:43.818997,2007-01-12T19:13:51Z,,journal-article,crossref,,1471-2458,BMC Public Health,en,,"{'url': 'http://www.springer.com/tdm', 'start': {'date-parts': [[2007, 1, 12]], 'date-time': '2007-01-12T00:00:00Z', 'timestamp': 1168560000000}}",2007,,2021-09-01T09:49:16Z
10.1186/1471-2458-7-6,"Prevention, control, and elimination of neglected diseases in the Americas: Pathways to integrated, inter-programmatic, inter-sectoral action for health and development",John C Holveck; John P Ehrenberg; Steven K Ault; Rocio Rojas; Javier Vasquez; Maria Teresa Cerqueira; Josefa Ippolito-Shepherd; Miguel A Genovese; Mirta Roses Periago,2007-12-01,7,1,,6,84,Springer Science and Business Media LLC,"<jats:title>Abstract</jats:title>
          <jats:sec>
            <jats:title>Background</jats:title>
            <jats:p>In the Latin America and Caribbean region over 210 million people live below the poverty line. These impoverished and marginalized populations are heavily burdened with neglected communicable diseases. These diseases continue to enact a toll, not only on families and communities, but on the economically constrained countries themselves.</jats:p>
          </jats:sec>
          <jats:sec>
            <jats:title>Discussion</jats:title>
            <jats:p>As national public health priorities, neglected communicable diseases typically maintain a low profile and are often left out when public health agendas are formulated. While many of the neglected diseases do not directly cause high rates of mortality, they contribute to an enormous rate of morbidity and a drastic reduction in income for the most poverty-stricken families and communities. The persistence of this ""vicious cycle"" between poverty and poor health demonstrates the importance of linking the activities of the health sector with those of other sectors such as education, housing, water and sanitation, labor, public works, transportation, agriculture, industry, and economic development.</jats:p>
          </jats:sec>
          <jats:sec>
            <jats:title>Summary</jats:title>
            <jats:p>The purpose of this paper is three fold. First, it focuses on a need for integrated ""pro-poor"" approaches and policies to be developed in order to more adequately address the multi-faceted nature of neglected diseases. This represents a move away from traditional disease-centered approaches to a holistic approach that looks at the overarching causes and mechanisms that influence the health and well being of communities. The second objective of the paper outlines the need for a specific strategy for addressing these diseases and offers several programmatic entry points in the context of broad public health measures involving multiple sectors. Finally, the paper presents several current Pan American Health Organization and other institutional initiatives that already document the importance of integrated, inter-programmatic, and inter-sectoral approaches. They provide the framework for a renewed effort toward the efficient use of resources and the development of a comprehensive integrated solution to neglected communicable diseases found in the context of poverty, and tailored to the needs of local communities.</jats:p>
          </jats:sec>","{'given': 'John C', 'family': 'Holveck', 'orcid': '', 'full_name': 'John C Holveck'}; {'given': 'John P', 'family': 'Ehrenberg', 'orcid': '', 'full_name': 'John P Ehrenberg'}; {'given': 'Steven K', 'family': 'Ault', 'orcid': '', 'full_name': 'Steven K Ault'}; {'given': 'Rocio', 'family': 'Rojas', 'orcid': '', 'full_name': 'Rocio Rojas'}; {'given': 'Javier', 'family': 'Vasquez', 'orcid': '', 'full_name': 'Javier Vasquez'}; {'given': 'Maria Teresa', 'family': 'Cerqueira', 'orcid': '', 'full_name': 'Maria Teresa Cerqueira'}; {'given': 'Josefa', 'family': 'Ippolito-Shepherd', 'orcid': '', 'full_name': 'Josefa Ippolito-Shepherd'}; {'given': 'Miguel A', 'family': 'Genovese', 'orcid': '', 'full_name': 'Miguel A Genovese'}; {'given': 'Mirta Roses', 'family': 'Periago', 'orcid': '', 'full_name': 'Mirta Roses Periago'}",2025-11-02T12:35:43.819051,2007-01-17T19:14:42Z,,journal-article,crossref,,1471-2458,BMC Public Health,en,,"{'url': 'http://www.springer.com/tdm', 'start': {'date-parts': [[2007, 1, 17]], 'date-time': '2007-01-17T00:00:00Z', 'timestamp': 1168992000000}}",2007,,2021-09-01T01:15:42Z
10.1186/1471-2458-7-7,Can current national surveillance systems in England and Wales monitor sexual transmission of hepatitis C among HIV-infected men who have sex with men?,Sarah Dougan; M Adekoyejo Balogun; Jonathan Elford; Lisa J Brant; Katy Sinka; Barry G Evans; Mary E Ramsay,2007-12-01,7,1,,7,11,Springer Science and Business Media LLC,,"{'given': 'Sarah', 'family': 'Dougan', 'orcid': '', 'full_name': 'Sarah Dougan'}; {'given': 'M Adekoyejo', 'family': 'Balogun', 'orcid': '', 'full_name': 'M Adekoyejo Balogun'}; {'given': 'Jonathan', 'family': 'Elford', 'orcid': '', 'full_name': 'Jonathan Elford'}; {'given': 'Lisa J', 'family': 'Brant', 'orcid': '', 'full_name': 'Lisa J Brant'}; {'given': 'Katy', 'family': 'Sinka', 'orcid': '', 'full_name': 'Katy Sinka'}; {'given': 'Barry G', 'family': 'Evans', 'orcid': '', 'full_name': 'Barry G Evans'}; {'given': 'Mary E', 'family': 'Ramsay', 'orcid': '', 'full_name': 'Mary E Ramsay'}",2025-11-02T12:35:43.819101,2007-01-19T02:13:57Z,,journal-article,crossref,,1471-2458,BMC Public Health,en,,"{'url': 'http://creativecommons.org/licenses/by/2.0', 'start': {'date-parts': [[2007, 1, 18]], 'date-time': '2007-01-18T00:00:00Z', 'timestamp': 1169078400000}}",2007,,2019-01-22T03:41:53Z
10.1186/1471-2458-7-8,Using European travellers as an early alert to detect emerging pathogens in countries with limited laboratory resources,Philippe J Guerin; Rebecca Freeman Grais; John Arne Rottingen; Alain Jacques Valleron,2007-12-01,7,1,,8,11,Springer Science and Business Media LLC,,"{'given': 'Philippe J', 'family': 'Guerin', 'orcid': '', 'full_name': 'Philippe J Guerin'}; {'given': 'Rebecca Freeman', 'family': 'Grais', 'orcid': '', 'full_name': 'Rebecca Freeman Grais'}; {'given': 'John Arne', 'family': 'Rottingen', 'orcid': '', 'full_name': 'John Arne Rottingen'}; {'given': 'Alain Jacques', 'family': 'Valleron', 'orcid': '', 'full_name': 'Alain Jacques Valleron'}",2025-11-02T12:35:43.819145,2007-01-19T14:14:08Z,,journal-article,crossref,,1471-2458,BMC Public Health,en,,"{'url': 'http://creativecommons.org/licenses/by/2.0', 'start': {'date-parts': [[2007, 1, 19]], 'date-time': '2007-01-19T00:00:00Z', 'timestamp': 1169164800000}}",2007,,2019-01-22T03:41:51Z
10.1186/1471-2458-7-9,Appropriate interventions for the prevention and management of self-harm: a qualitative exploration of service-users' views,Megan Hume; Stephen Platt,2007-12-01,7,1,,9,38,Springer Science and Business Media LLC,,"{'given': 'Megan', 'family': 'Hume', 'orcid': '', 'full_name': 'Megan Hume'}; {'given': 'Stephen', 'family': 'Platt', 'orcid': '', 'full_name': 'Stephen Platt'}",2025-11-02T12:35:43.819183,2007-01-19T19:14:08Z,,journal-article,crossref,,1471-2458,BMC Public Health,en,,"{'url': 'http://creativecommons.org/licenses/by/2.0', 'start': {'date-parts': [[2007, 1, 19]], 'date-time': '2007-01-19T00:00:00Z', 'timestamp': 1169164800000}}",2007,,2019-01-22T08:41:32Z
10.1186/1471-2458-7-10,Morbidity and related factors among elderly people in South Korea: results from the Ansan Geriatric (AGE) cohort study,Eun-kyung Woo; Changsu Han; Sangmee Ahn Jo; Min Kyu Park; Sungsoo Kim; Eunkyung Kim; Moon Ho Park; Juyoung Lee; Inho Jo,2007-12-01,7,1,,10,49,Springer Science and Business Media LLC,"<jats:title>Abstract</jats:title>
          <jats:sec>
            <jats:title>Background</jats:title>
            <jats:p>A thorough examination of the morbidity and comorbidity profiles among the elderly and an evaluation of the related factors are required to improve the delivery of health care to the elderly and to estimate the cost of that care. In South Korea where the aged population is rapidly increasing, however, to date only one study using a limited sample (84 subjects) has provided information on morbidity and related factors among the elderly. Using a large, stratified, random sample (2,767 subjects) from the population-based Ansan Geriatric study, the present study sought to assess the morbidity and comorbidity, and to determine the relationships of these variables with sociodemographic and health characteristics in elderly people in South Korea.</jats:p>
          </jats:sec>
          <jats:sec>
            <jats:title>Methods</jats:title>
            <jats:p>A total of 2,767 subjects (1,215 men and 1,552 women) aged 60–84 years were randomly selected from September 2002 to August 2003 in Ansan, South Korea. Data on sociodemographic and health characteristics, and clinical diagnosis were collected using questionnaires. When available, the medical records and medications taken by the subjects were also cross-checked.</jats:p>
          </jats:sec>
          <jats:sec>
            <jats:title>Results</jats:title>
            <jats:p>Of the total subjects, 78.0% reported diagnosed disease, 11.0% had been cured, and 46.8% had been diagnosed with more than two diseases. The mean number of morbidities per person among elderly Koreans was 1.62 ± 1.35 (mean ± standard deviation), and women had a greater number of diseases per person than did men. The most common morbidities were chronic diseases such as hypertension, arthritis, and diabetes mellitus. In women, osteoporosis and arthritis were the second and third most prevalent diseases, respectively. Morbidity was significantly associated with gender, employment, household income, alcohol intake, self-assessed health status, and worries about health.</jats:p>
          </jats:sec>
          <jats:sec>
            <jats:title>Conclusion</jats:title>
            <jats:p>These data will enhance understanding of the patterns of health problems among elderly Koreans and will contribute to the application of appropriate intervention strategies.</jats:p>
          </jats:sec>","{'given': 'Eun-kyung', 'family': 'Woo', 'orcid': '', 'full_name': 'Eun-kyung Woo'}; {'given': 'Changsu', 'family': 'Han', 'orcid': '', 'full_name': 'Changsu Han'}; {'given': 'Sangmee Ahn', 'family': 'Jo', 'orcid': '', 'full_name': 'Sangmee Ahn Jo'}; {'given': 'Min Kyu', 'family': 'Park', 'orcid': '', 'full_name': 'Min Kyu Park'}; {'given': 'Sungsoo', 'family': 'Kim', 'orcid': '', 'full_name': 'Sungsoo Kim'}; {'given': 'Eunkyung', 'family': 'Kim', 'orcid': '', 'full_name': 'Eunkyung Kim'}; {'given': 'Moon Ho', 'family': 'Park', 'orcid': '', 'full_name': 'Moon Ho Park'}; {'given': 'Juyoung', 'family': 'Lee', 'orcid': '', 'full_name': 'Juyoung Lee'}; {'given': 'Inho', 'family': 'Jo', 'orcid': '', 'full_name': 'Inho Jo'}",2025-11-02T12:35:43.819235,2007-01-23T07:29:24Z,,journal-article,crossref,,1471-2458,BMC Public Health,en,,"{'url': 'http://www.springer.com/tdm', 'start': {'date-parts': [[2007, 1, 22]], 'date-time': '2007-01-22T00:00:00Z', 'timestamp': 1169424000000}}",2007,,2021-09-01T01:17:16Z
