doi,title,authors,published_date,volume,issue,page,article_number,citation_count,publisher,abstract,author_details,collection_timestamp,created_date,crossref_subtype,crossref_type,data_source,first_page,issn_list,journal,language,last_page,license_info,publication_year,subject_areas,updated_date
10.1186/preaccept-2029232423583042,Prevalence of low back pain and associated occupational factors among Chinese coal miners,Guangxing Xu; Dong Pang; Fengying Liu; Desheng Pei; Sheng Wang; Liping Li,2012-01-01,12,1,149,149,1,Springer Science and Business Media LLC,,"{'given': 'Guangxing', 'family': 'Xu', 'orcid': '', 'full_name': 'Guangxing Xu'}; {'given': 'Dong', 'family': 'Pang', 'orcid': '', 'full_name': 'Dong Pang'}; {'given': 'Fengying', 'family': 'Liu', 'orcid': '', 'full_name': 'Fengying Liu'}; {'given': 'Desheng', 'family': 'Pei', 'orcid': '', 'full_name': 'Desheng Pei'}; {'given': 'Sheng', 'family': 'Wang', 'orcid': '', 'full_name': 'Sheng Wang'}; {'given': 'Liping', 'family': 'Li', 'orcid': '', 'full_name': 'Liping Li'}",2025-11-02T12:33:27.342314,2012-02-29T20:14:10Z,,journal-article,crossref,149,1471-2458,BMC Public Health,en,,,2012,,2015-04-09T20:47:37Z
10.1186/1471-2458-12-2,A systematic review of economic evaluations of interventions to tackle cardiovascular disease in low- and middle-income countries,Marc Suhrcke; Till A Boluarte; Louis Niessen,2012-12-01,12,1,,2,35,Springer Science and Business Media LLC,"<jats:title>Abstract</jats:title>
          <jats:sec>
            <jats:title>Background</jats:title>
            <jats:p>Low-and middle-income countries are facing both a mounting burden of cardiovascular disease (CVD) as well as severe resource constraints that keep them from emulating some of the extensive strategies pursued in high-income countries. There is thus an urgency to identify and implement those interventions that help reap the biggest reductions of the CVD burden, given low resource levels. What are the interventions to combat CVDs that represent good ""value for money"" in low-and middle-income countries? This study reviews the evidence-base on economic evaluations of interventions located in those countries.</jats:p>
          </jats:sec>
          <jats:sec>
            <jats:title>Methods</jats:title>
            <jats:p>We conducted a systematic literature review of journal articles published until 2009, based on a comprehensive key-word based search in generic and specialized electronic databases, accompanied by manual searches of expert databases. The search strategy consisted of freetext and MeSH terms related to economic evaluation and cardiovascular disease. Two independent reviewers verified fulfillment of inclusion criteria and extracted study characteristics.</jats:p>
          </jats:sec>
          <jats:sec>
            <jats:title>Results</jats:title>
            <jats:p>Thirty-three studies met the selection criteria. We find a growing research interest, in particular in most recent years, if from a very low baseline. Most interventions fall under the category primary prevention, as opposed to case management or secondary prevention. Across the spectrum of interventions, pharmaceutical strategies have been the predominant focus, and, taken at face value, these show significant positive economic evidence, specifically when compared to the counterfactual of no interventions. Only a few studies consider non-clinical interventions, at population level. Almost half of the studies have modelled the intervention effectiveness based on existing risk-factor information and effectiveness evidence from high-income countries.</jats:p>
          </jats:sec>
          <jats:sec>
            <jats:title>Conclusion</jats:title>
            <jats:p>The cost-effectiveness evidence on CVD interventions in developing countries is growing, but remains scarce, and is biased towards pharmaceutical interventions. While the burden of cardiovascular disease is growing in these countries, future research should put greater emphasis on non-clinical interventions than has hitherto been the case. Significant differences in outcome measures and methodologies prohibit a direct ranking of the interventions by their degree of cost-effectiveness. Considerable caution should be exercised when transferring effectiveness estimates from developed countries for the purpose of modelling cost-effectiveness in developing countries. New local CVD risk factor and intervention follow-up studies are needed. Some pharmaceutical strategies appear cost-effective while clarifications are needed on the diagnostic approach in single high-risk factor vs. absolute risk targeting, the role of patient compliance, and the potential public health consequences of large-scale medicalization.</jats:p>
          </jats:sec>","{'given': 'Marc', 'family': 'Suhrcke', 'orcid': '', 'full_name': 'Marc Suhrcke'}; {'given': 'Till A', 'family': 'Boluarte', 'orcid': '', 'full_name': 'Till A Boluarte'}; {'given': 'Louis', 'family': 'Niessen', 'orcid': '', 'full_name': 'Louis Niessen'}",2025-11-02T12:33:27.342329,2012-01-03T21:48:44Z,,journal-article,crossref,,1471-2458,BMC Public Health,en,,"{'url': 'http://www.springer.com/tdm', 'start': {'date-parts': [[2012, 1, 3]], 'date-time': '2012-01-03T00:00:00Z', 'timestamp': 1325548800000}}",2012,,2021-09-01T18:25:30Z
10.1186/1471-2458-12-3,Understanding patient acceptance and refusal of HIV testing in the emergency department,Katerina A Christopoulos; Sheri D Weiser; Kimberly A Koester; Janet J Myers; Douglas AE White; Beth Kaplan; Stephen F Morin,2012-12-01,12,1,,3,38,Springer Science and Business Media LLC,,"{'given': 'Katerina A', 'family': 'Christopoulos', 'orcid': '', 'full_name': 'Katerina A Christopoulos'}; {'given': 'Sheri D', 'family': 'Weiser', 'orcid': '', 'full_name': 'Sheri D Weiser'}; {'given': 'Kimberly A', 'family': 'Koester', 'orcid': '', 'full_name': 'Kimberly A Koester'}; {'given': 'Janet J', 'family': 'Myers', 'orcid': '', 'full_name': 'Janet J Myers'}; {'given': 'Douglas AE', 'family': 'White', 'orcid': '', 'full_name': 'Douglas AE White'}; {'given': 'Beth', 'family': 'Kaplan', 'orcid': '', 'full_name': 'Beth Kaplan'}; {'given': 'Stephen F', 'family': 'Morin', 'orcid': '', 'full_name': 'Stephen F Morin'}",2025-11-02T12:33:27.342343,2012-01-03T21:49:24Z,,journal-article,crossref,,1471-2458,BMC Public Health,en,,"{'url': 'http://www.springer.com/tdm', 'start': {'date-parts': [[2012, 1, 3]], 'date-time': '2012-01-03T00:00:00Z', 'timestamp': 1325548800000}}",2012,,2017-06-20T12:10:08Z
10.1186/1471-2458-12-1,Internal construct validity of the Shirom-Melamed Burnout Questionnaire (SMBQ),Åsa Lundgren-Nilsson; Ingibjörg H Jonsdottir; Julie Pallant; Gunnar Ahlborg,2012-12-01,12,1,,1,452,Springer Science and Business Media LLC,"<jats:title>Abstract</jats:title>
          <jats:sec>
            <jats:title>Background</jats:title>
            <jats:p>Burnout is a mental condition defined as a result of continuous and long-term stress exposure, particularly related to psychosocial factors at work. This paper seeks to examine the psychometric properties of the Shirom-Melamed Burnout Questionnaire (SMBQ) for validation of use in a clinical setting.</jats:p>
          </jats:sec>
          <jats:sec>
            <jats:title>Methods</jats:title>
            <jats:p>Data from both a clinical (319) and general population (319) samples of health care and social insurance workers were included in the study. Data were analysed using both classical and modern test theory approaches, including Confirmatory Factor Analysis (CFA) and Rasch analysis.</jats:p>
          </jats:sec>
          <jats:sec>
            <jats:title>Results</jats:title>
            <jats:p>Of the 638 people recruited into the study 416 (65%) persons were working full or part time. Data from the SMBQ failed a CFA, and initially failed to satisfy Rasch model expectations. After the removal of 4 of the original items measuring tension, and accommodating local dependency in the data, model expectations were met. As such, the total score from the revised scale is a sufficient statistic for ascertaining burnout and an interval scale transformation is available. The scale as a whole was perfectly targeted to the joint sample. A cut point of 4.4 for severe burnout was chosen at the intersection of the distributions of the clinical and general population.</jats:p>
          </jats:sec>
          <jats:sec>
            <jats:title>Conclusion</jats:title>
            <jats:p>A revised 18 item version of the SMBQ satisfies modern measurement standards. Using its cut point it offers the opportunity to identify potential clinical cases of burnout.</jats:p>
          </jats:sec>","{'given': 'Åsa', 'family': 'Lundgren-Nilsson', 'orcid': '', 'full_name': 'Åsa Lundgren-Nilsson'}; {'given': 'Ingibjörg H', 'family': 'Jonsdottir', 'orcid': '', 'full_name': 'Ingibjörg H Jonsdottir'}; {'given': 'Julie', 'family': 'Pallant', 'orcid': '', 'full_name': 'Julie Pallant'}; {'given': 'Gunnar', 'family': 'Ahlborg', 'orcid': '', 'full_name': 'Gunnar Ahlborg'}",2025-11-02T12:33:27.342355,2012-01-03T21:46:18Z,,journal-article,crossref,,1471-2458,BMC Public Health,en,,"{'url': 'http://creativecommons.org/licenses/by/2.0', 'start': {'date-parts': [[2012, 1, 3]], 'date-time': '2012-01-03T00:00:00Z', 'timestamp': 1325548800000}}",2012,,2021-09-01T18:35:30Z
10.1186/1471-2458-12-5,"Oral and anal sex practices among high school youth in Addis Ababa, Ethiopia",Amsale Cherie; Yemane Berhane,2012-12-01,12,1,,5,24,Springer Science and Business Media LLC,,"{'given': 'Amsale', 'family': 'Cherie', 'orcid': '', 'full_name': 'Amsale Cherie'}; {'given': 'Yemane', 'family': 'Berhane', 'orcid': '', 'full_name': 'Yemane Berhane'}",2025-11-02T12:33:27.342364,2012-01-05T07:40:32Z,,journal-article,crossref,,1471-2458,BMC Public Health,en,,"{'url': 'http://www.springer.com/tdm', 'start': {'date-parts': [[2012, 1, 4]], 'date-time': '2012-01-04T00:00:00Z', 'timestamp': 1325635200000}}",2012,,2017-06-20T12:14:05Z
10.1186/1471-2458-12-6,A single-blind randomised controlled trial of the effects of a web-based decision aid on self-testing for cholesterol and diabetes. study protocol,Martine HP Ickenroth; Janaica EJ Grispen; Nanne K de Vries; Geert-Jan Dinant; Glyn Elwyn; Gaby Ronda; Trudy van der Weijden,2012-12-01,12,1,,6,5,Springer Science and Business Media LLC,,"{'given': 'Martine HP', 'family': 'Ickenroth', 'orcid': '', 'full_name': 'Martine HP Ickenroth'}; {'given': 'Janaica EJ', 'family': 'Grispen', 'orcid': '', 'full_name': 'Janaica EJ Grispen'}; {'given': 'Nanne K', 'family': 'de Vries', 'orcid': '', 'full_name': 'Nanne K de Vries'}; {'given': 'Geert-Jan', 'family': 'Dinant', 'orcid': '', 'full_name': 'Geert-Jan Dinant'}; {'given': 'Glyn', 'family': 'Elwyn', 'orcid': '', 'full_name': 'Glyn Elwyn'}; {'given': 'Gaby', 'family': 'Ronda', 'orcid': '', 'full_name': 'Gaby Ronda'}; {'given': 'Trudy', 'family': 'van der Weijden', 'orcid': '', 'full_name': 'Trudy van der Weijden'}",2025-11-02T12:33:27.342376,2012-01-05T07:44:31Z,,journal-article,crossref,,1471-2458,BMC Public Health,en,,"{'url': 'http://www.springer.com/tdm', 'start': {'date-parts': [[2012, 1, 4]], 'date-time': '2012-01-04T00:00:00Z', 'timestamp': 1325635200000}}",2012,,2019-06-22T00:51:47Z
10.1186/1471-2458-12-7,Active living neighborhoods: is neighborhood walkability a key element for Belgian adolescents?,Femke De Meester; Delfien Van Dyck; Ilse De Bourdeaudhuij; Benedicte Deforche; James F Sallis; Greet Cardon,2012-12-01,12,1,,7,65,Springer Science and Business Media LLC,"<jats:title>Abstract</jats:title>
          <jats:sec>
            <jats:title>Background</jats:title>
            <jats:p>In adult research, neighborhood walkability has been acknowledged as an important construct among the built environmental correlates of physical activity. Research into this association has only recently been extended to adolescents and the current empirical evidence is not consistent. This study investigated whether neighborhood walkability and neighborhood socioeconomic status (SES) are associated with physical activity among Belgian adolescents and whether the association between neighborhood walkability and physical activity is moderated by neighborhood SES and gender.</jats:p>
          </jats:sec>
          <jats:sec>
            <jats:title>Methods</jats:title>
            <jats:p>In Ghent (Belgium), 32 neighborhoods were selected based on GIS-based walkability and SES derived from census data. In total, 637 adolescents (aged 13-15 year, 49.6% male) participated in the study. Physical activity was assessed using accelerometers and the Flemish Physical Activity Questionnaire. To analyze the associations between neighborhood walkability, neighborhood SES and individual physical activity, multivariate multi-level regression analyses were conducted.</jats:p>
          </jats:sec>
          <jats:sec>
            <jats:title>Results</jats:title>
            <jats:p>Only in low-SES neighborhoods, neighborhood walkability was positively associated with accelerometer-based moderate to vigorous physical activity and the average activity level expressed in counts/minute. For active transport to and from school, cycling for transport during leisure time and sport during leisure time no association with neighborhood walkability nor, with neighborhood SES was found. For walking for transport during leisure time a negative association with neighborhood SES was found. Gender did not moderate the associations of neighborhood walkability and SES with adolescent physical activity.</jats:p>
          </jats:sec>
          <jats:sec>
            <jats:title>Conclusions</jats:title>
            <jats:p>Neighborhood walkability was related to accelerometer-based physical activity only among adolescent boys and girls living in low-SES neighborhoods. The relation of built environment to adolescent physical activity may depend on the context.</jats:p>
          </jats:sec>","{'given': 'Femke', 'family': 'De Meester', 'orcid': '', 'full_name': 'Femke De Meester'}; {'given': 'Delfien', 'family': 'Van Dyck', 'orcid': '', 'full_name': 'Delfien Van Dyck'}; {'given': 'Ilse', 'family': 'De Bourdeaudhuij', 'orcid': '', 'full_name': 'Ilse De Bourdeaudhuij'}; {'given': 'Benedicte', 'family': 'Deforche', 'orcid': '', 'full_name': 'Benedicte Deforche'}; {'given': 'James F', 'family': 'Sallis', 'orcid': '', 'full_name': 'James F Sallis'}; {'given': 'Greet', 'family': 'Cardon', 'orcid': '', 'full_name': 'Greet Cardon'}",2025-11-02T12:33:27.342388,2012-01-05T07:52:11Z,,journal-article,crossref,,1471-2458,BMC Public Health,en,,"{'url': 'https://creativecommons.org/licenses/by/2.0', 'start': {'date-parts': [[2012, 1, 4]], 'date-time': '2012-01-04T00:00:00Z', 'timestamp': 1325635200000}}; {'url': 'https://creativecommons.org/licenses/by/2.0', 'start': {'date-parts': [[2012, 1, 4]], 'date-time': '2012-01-04T00:00:00Z', 'timestamp': 1325635200000}}",2012,,2021-09-01T17:57:43Z
10.1186/1471-2458-12-4,Cell type specificity of female lung cancer associated with sulfur dioxide from air pollutants in Taiwan: An ecological study,Ching-Yu Tseng; Yi-Chia Huang; Shih-Yung Su; Jing-Yang Huang; Cheng-Hsiu Lai; Chia-Chi Lung; Chien-Chang Ho; Yung-Po Liaw,2012-12-01,12,1,,4,21,Springer Science and Business Media LLC,"<jats:title>Abstract</jats:title>
          <jats:sec>
            <jats:title>Background</jats:title>
            <jats:p>Many studies have examined the association between air pollutants (including sulfur dioxide [SO<jats:sub>2</jats:sub>], carbon monoxide [CO], nitrogen dioxide [NO<jats:sub>2</jats:sub>], nitric oxide [NO], ozone [O<jats:sub>3</jats:sub>], and particulate matter &lt; 10 μm [PM<jats:sub>10</jats:sub>]) and lung cancer. However, data from previous studies on pathological cell types were limited, especially for SO<jats:sub>2</jats:sub> exposure. We aimed to explore the association between SO<jats:sub>2</jats:sub> exposure from outdoor air pollutants and female lung cancer incidence by cell type specificity.</jats:p>
          </jats:sec>
          <jats:sec>
            <jats:title>Methods</jats:title>
            <jats:p>We conducted an ecological study and calculated annual average concentration of 6 air pollutants (SO<jats:sub>2</jats:sub>, CO, NO<jats:sub>2</jats:sub>, NO, O<jats:sub>3</jats:sub>, and PM<jats:sub>10</jats:sub>) using data from Taiwan Environmental Protection Administration air quality monitoring stations. The Poisson regression models were used to evaluate the association between SO<jats:sub>2</jats:sub> and age-standardized incidence rate of female lung cancer by two major pathological types (adenocarcinoma [AC] and squamous cell carcinoma [SCC]). In order to understand whether there is a dose-response relationship between SO<jats:sub>2</jats:sub> and two major pathological types, we analyzed 4 levels of exposure based on quartiles of concentration of SO<jats:sub>2</jats:sub>.</jats:p>
          </jats:sec>
          <jats:sec>
            <jats:title>Results</jats:title>
            <jats:p>The Poisson regression results showed that with the first quartile of SO<jats:sub>2</jats:sub> concentration as the baseline, the relative risks for AC/SCC type cancer among females were 1.20 (95% confidence interval [CI], 1.04-1.37)/1.39 (95% CI, 0.96-2.01) for the second, 1.22 (95% CI, 1.04-1.43)/1.58 (95% CI, 1.06-2.37) for the third, and 1.27 (95% CI, 1.06-1.52)/1.80 (95% CI, 1.15-2.84) for the fourth quartile of SO<jats:sub>2</jats:sub> concentration. The tests for trend were statistically significant for both AC and SCC at <jats:italic>P =</jats:italic> 0.0272 and 0.0145, respectively.</jats:p>
          </jats:sec>
          <jats:sec>
            <jats:title>Conclusion</jats:title>
            <jats:p>The current study suggests that SO<jats:sub>2</jats:sub> exposure as an air pollutant may increase female lung cancer incidence and the associations with female lung cancer is much stronger for SCC than for AC. The findings of this study warrant further investigation on the role of SO<jats:sub>2</jats:sub> in the etiology of SCC.</jats:p>
          </jats:sec>","{'given': 'Ching-Yu', 'family': 'Tseng', 'orcid': '', 'full_name': 'Ching-Yu Tseng'}; {'given': 'Yi-Chia', 'family': 'Huang', 'orcid': '', 'full_name': 'Yi-Chia Huang'}; {'given': 'Shih-Yung', 'family': 'Su', 'orcid': '', 'full_name': 'Shih-Yung Su'}; {'given': 'Jing-Yang', 'family': 'Huang', 'orcid': '', 'full_name': 'Jing-Yang Huang'}; {'given': 'Cheng-Hsiu', 'family': 'Lai', 'orcid': '', 'full_name': 'Cheng-Hsiu Lai'}; {'given': 'Chia-Chi', 'family': 'Lung', 'orcid': '', 'full_name': 'Chia-Chi Lung'}; {'given': 'Chien-Chang', 'family': 'Ho', 'orcid': '', 'full_name': 'Chien-Chang Ho'}; {'given': 'Yung-Po', 'family': 'Liaw', 'orcid': '', 'full_name': 'Yung-Po Liaw'}",2025-11-02T12:33:27.342400,2012-01-04T12:50:49Z,,journal-article,crossref,,1471-2458,BMC Public Health,en,,"{'url': 'http://www.springer.com/tdm', 'start': {'date-parts': [[2012, 1, 4]], 'date-time': '2012-01-04T00:00:00Z', 'timestamp': 1325635200000}}",2012,,2021-09-01T18:32:02Z
10.1186/1471-2458-12-9,A prospective study of complications from comprehensive abortion care services in Nepal,Kathryn Andersen; Bela Ganatra; Sarah Stucke; Indira Basnett; Yagya B Karki; Kusum Thapa,2012-12-01,12,1,,9,10,Springer Science and Business Media LLC,,"{'given': 'Kathryn', 'family': 'Andersen', 'orcid': '', 'full_name': 'Kathryn Andersen'}; {'given': 'Bela', 'family': 'Ganatra', 'orcid': '', 'full_name': 'Bela Ganatra'}; {'given': 'Sarah', 'family': 'Stucke', 'orcid': '', 'full_name': 'Sarah Stucke'}; {'given': 'Indira', 'family': 'Basnett', 'orcid': '', 'full_name': 'Indira Basnett'}; {'given': 'Yagya B', 'family': 'Karki', 'orcid': '', 'full_name': 'Yagya B Karki'}; {'given': 'Kusum', 'family': 'Thapa', 'orcid': '', 'full_name': 'Kusum Thapa'}",2025-11-02T12:33:27.342410,2012-01-06T07:57:18Z,,journal-article,crossref,,1471-2458,BMC Public Health,en,,"{'url': 'http://www.springer.com/tdm', 'start': {'date-parts': [[2012, 1, 5]], 'date-time': '2012-01-05T00:00:00Z', 'timestamp': 1325721600000}}",2012,,2016-07-12T23:10:39Z
10.1186/1471-2458-12-8,"Living with diabetes: rationale, study design and baseline characteristics for an Australian prospective cohort study",Maria Donald; Jo Dower; Robert Ware; Bryan Mukandi; Sanjoti Parekh; Christopher Bain,2012-12-01,12,1,,8,34,Springer Science and Business Media LLC,,"{'given': 'Maria', 'family': 'Donald', 'orcid': '', 'full_name': 'Maria Donald'}; {'given': 'Jo', 'family': 'Dower', 'orcid': '', 'full_name': 'Jo Dower'}; {'given': 'Robert', 'family': 'Ware', 'orcid': '', 'full_name': 'Robert Ware'}; {'given': 'Bryan', 'family': 'Mukandi', 'orcid': '', 'full_name': 'Bryan Mukandi'}; {'given': 'Sanjoti', 'family': 'Parekh', 'orcid': '', 'full_name': 'Sanjoti Parekh'}; {'given': 'Christopher', 'family': 'Bain', 'orcid': '', 'full_name': 'Christopher Bain'}",2025-11-02T12:33:27.342420,2012-01-06T01:29:23Z,,journal-article,crossref,,1471-2458,BMC Public Health,en,,"{'url': 'http://www.springer.com/tdm', 'start': {'date-parts': [[2012, 1, 5]], 'date-time': '2012-01-05T00:00:00Z', 'timestamp': 1325721600000}}",2012,,2020-06-30T06:09:00Z
